time(ms),voltage_0,voltage_1
0.0,0.059814453,2.1484375
0.025999999,0.05859375,2.1484375
0.051999997,0.05859375,2.1313477
0.078,0.059814453,2.1118164
0.103999995,0.06225586,2.113037
0.13,0.059814453,2.0922852
0.156,0.06225586,2.0910645
0.18199998,0.05859375,2.072754
0.20799999,0.06225586,2.0715332
0.234,0.05859375,2.0532227
0.26,0.06225586,2.0324707
0.28599998,0.061035156,2.191162
0.312,0.06225586,2.2106934
0.33799997,0.06225586,2.2106934
0.36399996,0.06225586,2.2302246
0.39,0.06225586,2.2497559
0.41599998,0.059814453,2.2485352
0.44199997,0.06225586,2.269287
0.468,0.059814453,2.2875977
0.494,0.06225586,2.2888184
0.52,0.06225586,2.3083496
0.546,0.06225586,2.3083496
0.57199997,0.08178711,2.3254395
0.598,0.078125,2.3266602
0.624,0.06225586,2.347412
0.65,0.078125,2.3461914
0.67599994,0.08178711,2.3669434
0.70199996,0.0793457,2.3657227
0.7279999,0.08178711,2.3864746
0.75399995,0.0793457,2.4023438
0.78,0.05859375,2.2485352
0.80599993,0.06225586,2.2473145
0.83199996,0.05859375,2.2265625
0.858,0.06225586,2.2106934
0.88399994,0.06225586,2.208252
0.90999997,0.06225586,2.191162
0.936,0.059814453,2.1875
0.96199995,0.061035156,2.1716309
0.988,0.059814453,2.150879
1.0139999,0.059814453,2.1484375
1.04,0.05859375,2.1313477
1.066,0.061035156,2.130127
1.092,0.05859375,2.109375
1.1179999,0.05859375,2.109375
1.1439999,0.05859375,2.0898438
1.17,0.05859375,2.0898438
1.196,0.05859375,2.0703125
1.222,0.059814453,2.0532227
1.248,0.06225586,2.052002
1.2739999,0.040283203,2.1875
1.3,0.05859375,2.1875
1.3259999,0.061035156,2.2106934
1.3519999,0.06225586,2.2302246
1.3779999,0.06225586,2.2473145
1.4039999,0.05859375,2.2485352
1.43,0.06225586,2.2668457
1.4559999,0.05859375,2.2680664
1.482,0.06225586,2.2888184
1.5079999,0.0793457,2.3046875
1.5339998,0.078125,2.307129
1.56,0.0793457,2.3242188
1.586,0.0793457,2.3242188
1.6119999,0.080566406,2.3449707
1.638,0.0793457,2.3461914
1.6639999,0.08178711,2.364502
1.6899998,0.0793457,2.3657227
1.716,0.08178711,2.3669434
1.7419999,0.0793457,2.385254
1.7679999,0.10131836,2.2668457
1.7939999,0.06225586,2.2473145
1.8199999,0.061035156,2.2277832
1.8459998,0.06225586,2.2106934
1.872,0.06225586,2.208252
1.8979999,0.061035156,2.191162
1.9239999,0.06225586,2.1887207
1.9499999,0.05859375,2.1679688
1.976,0.061035156,2.1716309
2.0019999,0.059814453,2.150879
2.0279999,0.059814453,2.150879
2.054,0.059814453,2.1289062
2.08,0.061035156,2.113037
2.106,0.05859375,2.1118164
2.132,0.059814453,2.0898438
2.1579998,0.05859375,2.0898438
2.184,0.05859375,2.072754
2.2099998,0.05859375,2.072754
2.2359998,0.059814453,2.0507812
2.2619998,0.05859375,2.150879
2.2879999,0.059814453,2.1875
2.314,0.06225586,2.208252
2.34,0.061035156,2.208252
2.366,0.06225586,2.2302246
2.392,0.06225586,2.2497559
2.418,0.06225586,2.2497559
2.444,0.06225586,2.269287
2.4699998,0.06225586,2.286377
2.496,0.05859375,2.2875977
2.5219998,0.06225586,2.3083496
2.5479999,0.0793457,2.3046875
2.574,0.078125,2.3242188
2.6,0.05859375,2.3266602
2.626,0.06225586,2.347412
2.6519997,0.0793457,2.3461914
2.678,0.0793457,2.3657227
2.7039998,0.0793457,2.3632812
2.7299998,0.0793457,2.385254
2.7559998,0.0793457,2.4023438
2.7819998,0.06225586,2.2497559
2.8079998,0.06225586,2.2497559
2.8339999,0.06225586,2.2302246
2.86,0.059814453,2.2070312
2.886,0.061035156,2.208252
2.9119997,0.05859375,2.1875
2.9379997,0.061035156,2.1716309
2.964,0.06225586,2.1691895
2.9899998,0.059814453,2.150879
3.0159998,0.06225586,2.1496582
3.042,0.061035156,2.1325684
3.0679996,0.06225586,2.1325684
3.0939999,0.05859375,2.1118164
3.12,0.06225586,2.1105957
3.1459997,0.05859375,2.0922852
3.172,0.06225586,2.0910645
3.198,0.05859375,2.072754
3.2239997,0.06225586,2.052002
3.2499998,0.05859375,2.0507812
3.276,0.061035156,2.191162
3.3019998,0.061035156,2.208252
3.3279998,0.05859375,2.2094727
3.3539999,0.06225586,2.2302246
3.3799996,0.059814453,2.2485352
3.406,0.06225586,2.2497559
3.432,0.06225586,2.269287
3.4579997,0.06225586,2.269287
3.4839997,0.08178711,2.2888184
3.51,0.078125,2.3046875
3.5359998,0.05859375,2.307129
3.5619998,0.06225586,2.3254395
3.5879998,0.078125,2.3266602
3.6139996,0.078125,2.34375
3.6399999,0.078125,2.34375
3.666,0.078125,2.3632812
3.6919997,0.078125,2.3632812
3.718,0.078125,2.3657227
3.744,0.08178711,2.3864746
3.7699997,0.100097656,2.269287
3.7959998,0.059814453,2.2485352
3.822,0.06225586,2.2302246
3.8479998,0.06225586,2.208252
3.8739998,0.059814453,2.2094727
